budget,genres,movie_id,original_language,original_title,popularity,release_date,revenue,runtime,movie_name,vote_average,vote_count,Director,Producer,Actor_1,Actor_2,company_name,keyword_names
19000000,Animation|Family|Action|Adventure|Comedy,173931,zh,兔侠传奇,0.738652,2011-01-01,2570000,89.0,Legend of a Rabbit,3.0,3,Lijun Sun,,Jon Heder,Tom Arnold,,kung fu anthropomorphism rabbit
0,Comedy|Drama,174311,en,All Is Bright,3.613577,2013-09-10,0,107.0,All Is Bright,5.3,36,Phil Morrison,Elizabeth Giamatti,Paul Rudd,Paul Giamatti,Sidney Kimmel Entertainment,holiday christmas tree salesman christmas
0,Documentary,174362,en,Bending Steel,0.048726,2013-04-20,0,93.0,Bending Steel,5.0,1,Dave Carroll,,,,,
25000000,Action|Drama|Western,174751,en,Jane Got a Gun,15.333575,2016-01-01,1397284,98.0,Jane Got a Gun,5.4,285,Gavin O'Connor,Regency Boies,Natalie Portman,Joel Edgerton,Handsomecharlie Films,
0,Drama|Comedy|Crime,175291,en,Cheap Thrills,10.826253,2013-03-08,0,85.0,Cheap Thrills,6.3,155,E.L. Katz,Travis Stevens,Pat Healy,Ethan Embry,New Artists Alliance,cocaine strip club challenge vomit birthday party murder dark comedy mechanic money extramarital affair dead dog money problems human excrement defecating eating one's finger bar
8500000,Comedy,175528,en,Baggage Claim,11.436405,2013-09-27,22456509,96.0,Baggage Claim,5.6,85,David E. Talbert,Lyn Talbert,Paula Patton,Adam Brody,Sneak Preview Productions,based on novel or book ex-boyfriend love interest flight attendant globetrotting love and romance finding love airplane setting best friends looking for love potential husband love scheme potential suitors plane travel christmas time
17500000,Drama|Music,175541,en,Black Nativity,7.180403,2013-11-27,7018189,93.0,Black Nativity,5.8,16,Kasi Lemmons,T.D. Jakes,Forest Whitaker,Angela Bassett,Fox Searchlight Pictures,bible musical based on play or musical woman director nativity christmas
0,Comedy|Drama,175555,en,A Madea Christmas,5.377155,2013-12-13,0,100.0,A Madea Christmas,7.0,35,Tyler Perry,Tyler Perry,Tyler Perry,Anna Maria Horsford,Lions Gate,christmas
55000000,Animation|Comedy|Family,175574,en,Free Birds,14.414937,2013-10-30,110000000,91.0,Free Birds,5.7,254,Jimmy Hayward,,Owen Wilson,Woody Harrelson,Reel FX Creative Studios,holiday thanksgiving freedom duringcreditsstinger
0,,176074,en,Reality Show,0.472123,2015-01-01,0,92.0,Reality Show,5.5,2,Adam Rifkin,,,Adam Rifkin,Campbell Grobman Films,husband wife relationship reality spoof found footage
0,Thriller,176077,en,Enter the Dangerous Mind,1.998826,2013-03-11,0,88.0,Enter the Dangerous Mind,4.8,14,Victor Teran,,Jake Hoffman,Nikki Reed,Cimarron Productions,composer obsession
1200000,Drama,176124,en,Home Run,3.085411,2013-04-19,2861020,114.0,Home Run,6.3,24,David Boyd,,Scott Elrod,Dorian Brown,Samuel Goldwyn,baseball
165000000,Adventure|Family|Animation|Action|Comedy,177572,en,Big Hero 6,203.73459,2014-10-24,652105443,102.0,Big Hero 6,7.8,6135,Don Hall,Roy Conli,Scott Adsit,Ryan Potter,Walt Disney Pictures,"sibling relationship san francisco, california martial arts hero talent friendship cartoon superhero based on comic revenge tokyo, japan best friend another dimension robot east asian lead boy genius aftercreditsstinger moral dilemma teen superhero dead brother"
150000000,Action|Adventure|Thriller,177677,en,Mission: Impossible - Rogue Nation,114.522237,2015-07-23,682330139,131.0,Mission: Impossible - Rogue Nation,7.1,3224,Christopher McQuarrie,David Ellison,Tom Cruise,Rebecca Ferguson,Paramount Pictures,"london, england spy austria europe morocco villain sequel mission conspiracy vienna, austria vienna opera"
0,Documentary,178862,en,Aroused,2.557258,2013-02-20,0,73.0,Aroused,7.2,11,Deborah Anderson,Mike Moz,Lisa Ann,Kayden Kross,Cherry On Top,pornography interview biography photography porn star fashion woman director
12400000,Comedy|Drama,179144,it,La grande bellezza,32.523573,2013-05-21,8371085,142.0,The Great Beauty,7.3,720,Paolo Sorrentino,Nicola Giuliano,Toni Servillo,Carlo Verdone,France 2 Cinéma,"alcohol rome, italy vatican journalist based on novel or book birthday nightclub giraffe artist beauty aging satire love church art drugs flamingo"
0,Comedy,180296,en,They Came Together,12.036888,2014-06-27,0,84.0,They Came Together,5.3,171,David Wain,Michael Showalter,Paul Rudd,Amy Poehler,Lionsgate,
500000,Documentary,180383,en,Deceptive Practice: The Mysteries and Mentors of Ricky Jay,0.425195,2012-10-04,0,88.0,Deceptive Practice: The Mysteries and Mentors of Ricky Jay,7.1,17,Molly Bernstein,Alan Edelstein,Ricky Jay,Dick Cavett,Kino Lorber,magic woman director
50000000,Crime|Thriller,181283,en,Child 44,40.371098,2015-03-15,3324330,137.0,Child 44,6.1,547,Daniel Espinosa,Michael Schaefer,Tom Hardy,Gary Oldman,Summit Entertainment,based on novel or book child murder soviet union murder serial killer military stalinism 1950s
0,Comedy|Documentary,181330,en,Kevin Hart: Let Me Explain,9.799357,2013-07-03,32230907,74.0,Kevin Hart: Let Me Explain,7.1,95,Leslie Small,Jeff Clanagan,Kevin Hart,David Terrell,Hartbeat Productions,"stadium lie stand-up comedy divorce manhattan, new york city madison square garden duringcreditsstinger"
127000000,Adventure|Comedy|Fantasy|Family,181533,en,Night at the Museum: Secret of the Tomb,115.597753,2014-12-17,349424282,97.0,Night at the Museum: Secret of the Tomb,6.1,1851,Shawn Levy,Shawn Levy,Ben Stiller,Rami Malek,Twentieth Century Fox Film Corporation,night watchman museum natural history smithsonian
0,Thriller|Mystery,181940,en,Arnolds Park,0.006069,2007-07-20,0,103.0,Carousel of Revenge,0.0,0,Gene Teigland,Jillian Nodland,Erik Allen,Randy Baranczyk,The Picture Factory,
0,Drama,182291,en,On The Downlow,0.029757,2004-04-11,0,90.0,On The Downlow,6.0,2,Tadeo Garcia,,Tony Sancho,Michael Cortez,Iconoclast Films,confession hazing gang member lgbt catholic priest gang initiation gunplay gay theme
0,Action|Drama,182873,en,Green Street Hooligans: Underground,5.0005,2013-01-01,0,90.0,Green Street Hooligans: Underground,5.4,33,James Nunn,Mark Lane,Scott Adkins,Joey Ansah,Tea Shop & Film Company,
0,Romance|Comedy|Drama,183894,en,Emma,2.135689,2009-10-11,0,240.0,Emma,7.6,38,Jim O'Hanlon,,Romola Garai,Michael Gambon,,
24000000,Comedy|Romance,184098,en,Think Like a Man Too,15.237142,2014-06-20,70181428,105.0,Think Like a Man Too,6.4,225,Tim Story,William Packer,Adam Brody,Michael Ealy,Will Packer Productions,
100000000,Action|Adventure,184315,en,Hercules,76.842247,2014-07-23,243400000,99.0,Hercules,5.6,1680,Brett Ratner,Barry Levine,Dwayne Johnson,Ian McShane,Paramount Pictures,killing mercenary past based on comic battle ancient greece hercules warrior sagen 4th century bc
20000000,Drama,184341,en,Hands of Stone,7.444189,2016-08-26,0,105.0,Hands of Stone,6.1,109,Jonathan Jakubowicz,,Robert De Niro,Edgar Ramírez,"Weinstein Company, The",
0,Comedy|Horror,184345,en,A Haunted House 2,18.428909,2014-04-17,0,87.0,A Haunted House 2,5.4,346,Michael Tiddes,,Marlon Wayans,Jaime Pressly,Automatik Entertainment,exorcism haunted house evil doll parody paranormal spoof horror spoof demonic possession found footage horror parody
30000000,Thriller|Crime|Horror,184346,en,Deliver Us from Evil,29.359201,2014-07-01,0,118.0,Deliver Us from Evil,5.9,690,Scott Derrickson,Jerry Bruckheimer,Eric Bana,Edgar Ramírez,Jerry Bruckheimer Films,detective confession cave lion zoo bible iraq war veteran basement priest possessed demon catholic occult police investigation demonic possession neo-noir security video
10000000,War|History|Drama,184374,es,Cinco de Mayo: La Batalla,0.072085,2013-05-03,0,125.0,Cinco de Mayo: La Batalla,5.8,14,Rafa Lara,,Christian Vazquez,Liz Gallardo,Estudios Churubusco Azteca,
7700000,Romance,185008,hi,Yeh Jawaani Hai Deewani,3.353176,2013-05-31,46000000,159.0,Yeh Jawaani Hai Deewani,7.2,79,Ayan Mukherjee,,Ranbir Kapoor,Deepika Padukone,Dharma Productions,friendship romantic comedy dysfunctional family relationship
0,Drama,185465,en,Manito,0.039264,2002-01-15,0,78.0,Manito,5.5,2,Eric Eason,,,Franky G,,cinéma vérité
16000000,Crime|Drama|Thriller,185567,en,Zulu,14.529496,2013-12-04,0,110.0,Zulu,6.7,172,Jérôme Salle,Richard Grandpierre,Orlando Bloom,Forest Whitaker,Eskwad,
1000000,Crime|Drama,186935,es,Heli,3.629777,2013-08-09,0,105.0,Heli,6.2,32,Amat Escalante,,Armando Espitia,Andrea Vergara,Mantarraya Producciones,drug trafficking revenge drug cartel police corruption guilt sexual exploitation brother sister relationship
50000000,Crime|Comedy|Action,187017,en,22 Jump Street,52.380982,2014-06-05,188441614,112.0,22 Jump Street,7.0,3319,Christopher Miller,Channing Tatum,Jonah Hill,Channing Tatum,Columbia Pictures,high school undercover cop buddy cop buddy comedy aftercreditsstinger duringcreditsstinger
0,Comedy|Western,188161,en,A Million Ways to Die in the West,32.808675,2014-05-22,0,116.0,A Million Ways to Die in the West,5.8,1468,Seth MacFarlane,Jason Clark,Seth MacFarlane,Charlize Theron,Media Rights Capital,gunslinger farmer wild west aftercreditsstinger duringcreditsstinger laxative
0,Crime|Thriller,188166,en,Blue Ruin,25.349758,2014-04-25,258384,90.0,Blue Ruin,6.9,462,Jeremy Saulnier,Richard Peete,Macon Blair,Devin Ratray,Film Science,shotgun release from prison sister vigilante revenge murder automobile drifter death family feud old friend virginia neo-noir vengeance violence
70000000,Action|Adventure,188207,en,The Legend of Hercules,25.020428,2014-01-10,61279452,99.0,The Legend of Hercules,4.4,533,Renny Harlin,Danny Lerner,Kellan Lutz,Liam McIntyre,Millennium Films,mythology zeus ancient greece demigod city of argos mistaken parentage
0,Comedy|Fantasy|Music,188652,en,The Ghastly Love of Johnny X,0.209475,2013-04-26,0,106.0,The Ghastly Love of Johnny X,6.6,8,Paul Bunnell,,Will Keenan,Creed Bratton,,
185000000,Action|Adventure|Science Fiction,188927,en,Star Trek Beyond,65.352913,2016-07-07,343471816,122.0,Star Trek Beyond,6.6,2568,Justin Lin,Justin Lin,Chris Pine,Zachary Quinto,Paramount Pictures,spacecraft sequel stranded hatred lgbt space opera gay theme
0,Horror|Comedy,189711,en,Love in the Time of Monsters,0.133619,2014-03-08,0,0.0,Love in the Time of Monsters,5.0,2,Matt Jackson,,Kane Hodder,Doug Jones,Red Cube Picture,
0,Science Fiction|Thriller|Horror,190847,en,The Last Days on Mars,18.764453,2013-08-11,0,98.0,The Last Days on Mars,5.2,302,Ruairi Robinson,Andrea Cornwell,Liev Schreiber,Romola Garai,Qwerty Films,planet mars zombie 2040s
58800000,War|Action,190859,en,American Sniper,87.53437,2014-12-11,542307423,133.0,American Sniper,7.4,4469,Clint Eastwood,Clint Eastwood,Bradley Cooper,Sienna Miller,Village Roadshow Pictures,based on novel or book sniper biography iraq u.s. navy seal iraq war u.s. soldier u.s. marine pack guns
25500000,Thriller|Crime|Drama,190955,en,Blood Ties,12.756344,2013-08-22,2415472,128.0,Blood Ties,6.0,171,Guillaume Canet,Christopher Woodrow,Clive Owen,Billy Crudup,Wild Bunch,1970s
0,,191229,en,Iguana,0.214704,1988-04-01,0,88.0,Iguana,6.0,1,Monte Hellman,,Everett McGill,Fabio Testi,,
1000000,Drama|Romance,191714,hi,Dabba,14.017809,2013-09-19,4235151,104.0,The Lunchbox,7.3,221,Ritesh Batra,,Irrfan Khan,Nimrat Kaur,UTV Motion Pictures,"housewife mumbai (bombay), india food tiffin gastronomia indian cuisine"
28000000,Action|Drama|Thriller|Crime,192102,en,3 Days to Kill,41.638961,2014-02-14,52597999,113.0,3 Days to Kill,6.0,883,McG,Adi Hasak,Kevin Costner,Amber Heard,Wonderland Sound and Vision,cia killing wife retirement daughter family secret service illegal drugs husband
0,Drama,192132,en,Palo Alto,16.570708,2014-05-09,0,100.0,Palo Alto,6.4,348,Gia Coppola,Adriana Rotaru,Emma Roberts,Jack Kilmer,Tribeca Film,california based on novel or book sports high school football (soccer) older man younger woman relationship teenage sexuality woman director palo alto teenager
0,Comedy|Crime|Drama,192134,en,Dom Hemingway,10.416332,2013-11-15,523511,93.0,Dom Hemingway,5.8,212,Richard Shepard,,Jude Law,Demián Bichir,BBC Films,growing up money fatherhood
35000000,Drama|History,192136,en,Mandela: Long Walk to Freedom,15.50957,2013-12-06,27330000,141.0,Mandela: Long Walk to Freedom,6.5,224,Justin Chadwick,Anant Singh,Idris Elba,Naomie Harris,Distant Horizons,prison south africa apartheid biography nelson mandela historical figure
5000000,Action|Thriller,192141,en,No Escape,38.006982,2015-08-26,54418872,103.0,No Escape,6.7,777,John Erick Dowdle,Drew Dowdle,Owen Wilson,Lake Bell,Bold Films,hotel revolution race against time engineer coup d'etat survival rebellion execution american family american abroad u.s. embassy
3000000,Action|Drama|Thriller,192210,en,Open Road,2.680629,2013-04-12,0,85.0,Open Road,5.2,18,Márcio Garcia,,Camilla Belle,Andy García,Society Entertainment,drug dealer police killer illegal drugs dealer
30000000,Animation|Science Fiction,192577,ja,キャプテンハーロック,14.726338,2013-09-07,17137302,115.0,Space Pirate Captain Harlock,6.5,356,Shinji Aramaki,,Shun Oguri,Haruma Miura,Toei Animation Company,space invasion space anime
60000,Thriller|Horror,193603,en,Hayride,0.412342,2012-10-13,0,93.0,Hayride,5.1,6,Terron R. Parsons,,Richard Tyson,Sherri Eakin,,haunted house slasher
40000000,Comedy|Romance,193610,en,The Other Woman,34.519636,2014-04-16,196781193,109.0,The Other Woman,6.2,1437,Nick Cassavetes,Julie Yorn,Cameron Diaz,Leslie Mann,Twentieth Century Fox Film Corporation,infidelity revenge unfaithful boyfriend extramarital affair unfaithful husband
18000000,Music,193613,en,Metallica: Through the Never,7.871686,2013-09-25,7972967,93.0,Metallica: Through the Never,6.7,83,Nimród Antal,,Dane DeHaan,Mackenzie Gray,Exclusive Media Group,heavy metal concert
5500000,Comedy|Drama,193722,ja,R100,3.21392,2013-10-05,0,100.0,R100,5.4,31,Hitoshi Matsumoto,,Nao Omori,Mao Daichi,Warner Bros.,dominatrix bdsm
40000000,Action|Drama|Thriller|War,193756,en,Lone Survivor,37.084384,2013-12-24,149295601,121.0,Lone Survivor,7.4,1526,Peter Berg,Vitaly Grigoriants,Mark Wahlberg,Taylor Kitsch,Universal Pictures,based on novel or book fight afghanistan biography taliban survival u.s. navy seal military dangerous mission soldiers
17000000,Comedy,193893,en,Let's Be Cops,70.668923,2014-08-13,136621271,104.0,Let's Be Cops,6.4,1219,Luke Greenfield,Aditya Sood,Jake Johnson,Damon Wayans Jr.,Twentieth Century Fox Film Corporation,"corruption robbery kidnapping nightclub male friendship investigation police murder flashback mobster los angeles, california buddy cop lying impersonating a police officer guns"
0,,194588,en,Short Cut to Nirvana: Kumbh Mela,0.004998,2004-05-11,0,85.0,Short Cut to Nirvana: Kumbh Mela,0.0,0,,,,,,
18000000,Drama|Comedy,194662,en,Birdman,89.811154,2014-08-27,103215094,119.0,Birdman,7.4,4535,Alejandro González Iñárritu,John Lesher,Michael Keaton,Emma Stone,Worldview Entertainment,new york city midlife crisis times square superhero dark comedy marijuana long take broadway magic realism city life father daughter relationship
18000000,Comedy,195589,en,Neighbors,36.471231,2014-05-08,268157400,96.0,Neighbors,6.2,2713,Nicholas Stoller,James Weaver,Seth Rogen,Zac Efron,Universal Pictures,baby routine house party parenting family new neighbor fraternity fraternity house neighbor neighbor relationship bathroom humor partying pranks stay-at-home mom
65000000,Comedy|Drama|Family,196867,en,Annie,33.439187,2014-12-19,133821816,119.0,Annie,6.0,466,Will Gluck,Tyran Smith,Quvenzhané Wallis,Jamie Foxx,Columbia Pictures,musical orphan foster child
0,Comedy,198062,en,Coffee Town,2.253589,2013-07-09,0,87.0,Coffee Town,6.7,45,Brad Copeland,,Glenn Howerton,Steve Little,,robbery roommate plan coffee shop slacker thirty something coffee shop manager carefree barista freeloader carefree existence
49000000,Crime|Action|Science Fiction,198184,en,Chappie,116.700319,2015-03-04,104399548,120.0,Chappie,6.6,3062,Neill Blomkamp,Neill Blomkamp,Sharlto Copley,Dev Patel,Columbia Pictures,artificial intelligence android future johannesburg south africa dystopia robot robot cop
25000000,Drama,198185,en,Million Dollar Arm,17.312433,2014-05-09,38307627,124.0,Million Dollar Arm,6.6,259,Craig Gillespie,,Jon Hamm,Bill Paxton,Walt Disney Pictures,baseball cricket sports based on true story india sports agent duringcreditsstinger
8000000,Comedy|Music|Romance|Drama,198277,en,Begin Again,35.735689,2013-09-07,63464861,104.0,Begin Again,7.3,1254,John Carney,Tobin Armbrust,Mark Ruffalo,Keira Knightley,Likely Story,new york city music recording singer-songwriter street musician city life recording session street singer
0,,198370,en,Mutual Friends,0.136721,2014-04-15,0,0.0,Mutual Friends,0.0,0,Matthew Watts,Jennifer Westin,Caitlin Fitzgerald,Cheyenne Jackson,,
